OBU_ID,COLLECTION_DT,STARTVECTOR_LATITUDE,STARTVECTOR_LONGITUDE,TRANSMISSTION,SPEED,HAZARD_LIGHTS,LEFT_TURN_SIGNAL_ON,RIGHT_TURN_SIGNAL_ON,STEERING,RPM,FOOTBRAKE,GEAR,ACCELATOR,WIPERS,TIRE_WARN_LEFT_F,TIRE_WARN_LEFT_R,TIRE_WARN_RIGHT_F,TIRE_WARN_RIGHT_R,TIRE_PSI_LEFT_F,TIRE_PSI_LEFT_R,TIRE_PSI_RIGHT_F,TIRE_PSI_RIGHT_R,FUEL_PERCENT,FUEL_LITER,TOTALDIST,RSU_ID,MSG_ID,STARTVECTOR_HEADING
OBU-461002e1,20211001063647068,33.513982,126.539147,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002e1-20210930213646773,8196
OBU-46100351,20211001073013583,90.0000001,180.0000001,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100351-20210930223011777,28800
OBU-461002e1,20211001063414190,33.513258,126.532265,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002e1-20210930213413906,6296
OBU-46100366,20211001051900372,33.360772,126.621186,-,52,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930201858894,26287
OBU-46101023,20211001062330831,33.402692,126.895833,D,61,OFF,OFF,ON,6,1513,작동,5,0,-,-,-,-,-,0,0,0,0,0,19,143059,,PVD-46101023-20210930212329809,15560
OBU-461002e1,20211001064248497,33.502223,126.567518,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f4314,PVD-461f4314-20210930214248173,9594
OBU-461002e1,20211001064624872,33.493302,126.58847,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002e1-20210930214624549,9523
OBU-46100366,20211001044513885,33.257436,126.437259,-,35,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930194512506,3993
OBU-461004f6,20211001060430256,33.38554,126.619745,D,54,OFF,OFF,OFF,-8,1595,-,5,54,작동,-,-,-,-,39,38,38,38,0,31,162709,,PVD-461004f6-20210930210428284,9019
OBU-46101086,20211001045300781,33.254523,126.567424,D,28,OFF,OFF,OFF,-42,1518,-,4,70,-,-,-,-,-,40,41,40,41,76,29,68086,RSU-461f4318,PVD-461f4318-20210930195258469,22599
OBU-461010e7,20211001065630062,33.254102,126.460736,D,31,OFF,OFF,OFF,0,1293,작동,-,0,-,-,-,-,-,0,0,0,0,35,0,47268,,PVD-461010e7-20210930215627344,22879
OBU-46101086,20211001045030968,33.249122,126.567797,D,23,OFF,OFF,OFF,0,1433,-,4,60,-,-,-,-,-,40,41,40,41,78,32,68086,,PVD-46101086-20210930195028674,363
OBU-461002e1,20211001065119937,33.485696,126.60389,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002e1-20210930215119598,8691
OBU-4610076b,20211001003130398,33.402411,126.381046,-,74,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-4610076b-20210930153129820,2984
OBU-461005ed,20211001055700090,33.410342,126.898603,-,52,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461005ed-20210930205659353,1658
OBU-46101802,20211001034800047,33.494434,126.465816,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101802-20210930184757314,28800
OBU-461002e1,20211001064051685,33.508435,126.553821,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002e1-20210930214051379,9611
OBU-46100366,20211001043529923,90.0000001,180.0000001,-,589,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930193528170,28800
OBU-461003cf,20211001012800152,33.505388,126.541144,-,0,OFF,OFF,OFF,0,0,-,0,0,작동,-,-,-,-,0,0,0,0,0,0,0,RSU-461f4260,PVD-461f4260-20210930162758661,28800
OBU-461002e1,20211001064609464,33.494138,126.586671,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002e1-20210930214609155,9479
OBU-4610118a,20211001054600125,33.307389,126.45433,P,0,OFF,OFF,OFF,-1,871,-,0,0,-,-,-,-,-,0,0,0,0,50,0,-1,,PVD-4610118a-20210930204559740,16226
OBU-461002e1,20211001065747202,33.46959,126.658073,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f4321,PVD-461f4321-20210930215746831,7224
OBU-461012ed,20211001064430144,33.327459,126.831462,D,30,OFF,OFF,OFF,-8,1288,-,4,0,작동,-,-,-,-,35,38,37,41,0,64,179562,RSU-461f4336,PVD-461f4336-20210930214428813,11999
OBU-46100366,20211001043528891,90.0000001,180.0000001,-,589,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930193527151,28800
OBU-46100366,20211001052324910,33.383351,126.620853,-,51,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930202323418,28007
OBU-461002e1,20211001063613511,33.514055,126.538103,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002e1-20210930213613207,5799
OBU-46101114,20211001055730128,33.290962,126.521108,D,77,OFF,OFF,OFF,0,1691,-,6,0,작동,-,-,-,-,38,38,39,39,0,57,56873,,PVD-46101114-20210930205729001,21881
OBU-46101141,20211001005000185,33.51318,126.502701,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101141-20210930154959717,14020
OBU-4610109d,20211001023949289,90.0000001,180.0000001,-,589,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f438e,PVD-461f438e-20210930173724715,28800
OBU-461004f6,20211001054300754,33.466979,126.484857,D,56,OFF,OFF,OFF,-1,2507,-,4,43,작동,-,-,-,-,38,38,37,38,0,28,162689,,PVD-461004f6-20210930204258849,14573
OBU-461003cf,20211001010030226,33.505374,126.541278,-,0,OFF,OFF,OFF,0,0,-,0,0,작동,-,-,-,-,0,0,0,0,0,0,0,,PVD-461003cf-20210930160028819,28800
OBU-461017c7,20211001064300750,33.405323,126.269765,D,54,OFF,OFF,OFF,-1,1628,-,4,0,작동,-,-,-,-,0,0,0,0,61,21,95449,,PVD-461017c7-20210930214300586,17700
OBU-461001c4,20211001054230578,33.496059,126.491672,-,0,OFF,OFF,OFF,0,0,-,0,0,작동,-,-,-,-,0,0,0,0,0,0,0,,PVD-461001c4-20210930204227277,2463
OBU-46100429,20211001034800344,33.419744,126.375407,-,2,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100429-20210930184759744,15374
OBU-46100366,20211001050433145,33.297627,126.570726,-,50,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930200431718,4955
OBU-46100366,20211001045441849,33.289757,126.486363,-,57,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930195440443,7123
OBU-46100494,20211001073100372,33.438001,126.853957,-,56,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100494-20210930223059238,20923
OBU-46100351,20211001073041041,90.0000001,180.0000001,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100351-20210930223039239,28800
OBU-4610118e,20211001010830686,33.24226,126.335599,-,35,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-4610118e-20210930160829986,909
OBU-461002e1,20211001063806588,33.512281,126.546154,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f424a,PVD-461f424a-20210930213806250,9628
OBU-461000f6,20211001014208475,33.494472,126.43688,-,35,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461000f6-20210930164207911,14907
OBU-46100366,20211001050810938,33.312741,126.589261,-,42,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930200809498,4179
OBU-461000f6,20211001015027839,33.48447,126.411569,-,11,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461000f6-20210930165027255,1891
OBU-461005ed,20211001070330131,33.340595,126.845035,-,72,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461005ed-20210930220329538,17082
OBU-46100366,20211001045309173,33.291117,126.472768,-,46,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930195307764,5918
OBU-46100366,20211001052101450,33.370235,126.624866,-,45,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930202059976,23490
OBU-461002e1,20211001064321348,33.500005,126.572733,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f4314,PVD-461f4314-20210930214321009,8965
OBU-46100366,20211001045427613,33.290251,126.483976,-,55,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930195426213,9841
OBU-46100366,20211001052813052,33.384605,126.61993,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930202811544,21955
OBU-461003cf,20211001004730312,33.505365,126.541209,-,0,OFF,OFF,OFF,0,0,-,0,0,작동,-,-,-,-,0,0,0,0,0,0,0,,PVD-461003cf-20210930154728922,28800
OBU-46100366,20211001050058404,33.290793,126.547605,-,54,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930200056980,6538
OBU-4610118e,20211001012200029,33.24921,126.337609,-,39,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-4610118e-20210930162159310,22028
OBU-46101804,20211001073100669,33.37085,126.869898,D,18,OFF,OFF,ON,84,834,작동,2,0,-,-,-,-,-,0,0,0,0,0,13,80905,,PVD-46101804-20210930223100054,3639
OBU-461002e1,20211001063929715,33.51191,126.546914,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002e1-20210930213929413,9642
OBU-46101802,20211001032430834,33.494429,126.465824,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101802-20210930182428189,28800
OBU-46100366,20211001052801861,33.384608,126.619929,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930202800353,21955
OBU-461006aa,20211001001000385,33.401473,126.895499,D,97,OFF,OFF,OFF,0,2181,-,6,93,작동,-,-,-,-,35,37,36,38,21,12,151594,,PVD-461006aa-20210930150958217,15518
OBU-461001db,20211001070700453,33.393425,126.239429,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461001db-20210930220658426,28800
OBU-461002e1,20211001063118699,33.513148,126.524191,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002e1-20210930213117489,7338
OBU-461004f6,20211001061300235,33.418232,126.616884,D,47,OFF,OFF,OFF,0,1384,-,5,4,작동,-,-,-,-,39,38,38,37,0,23,162713,,PVD-461004f6-20210930211258237,27027
OBU-461002a2,20211001065200544,33.330423,126.354548,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f438d,PVD-461f438d-20210930215159201,1403
OBU-46100366,20211001052506848,33.384787,126.620044,-,1,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930202505348,20512
OBU-461001c4,20211001034630152,33.496063,126.491668,-,0,OFF,OFF,OFF,0,0,-,0,0,작동,-,-,-,-,0,0,0,0,0,0,0,,PVD-461001c4-20210930184626286,2463
OBU-46100366,20211001052413934,33.384793,126.620209,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930202412438,20512
OBU-46101802,20211001004800207,33.494413,126.465816,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101802-20210930154758090,28800
OBU-46100366,20211001044526093,33.258239,126.43834,-,39,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930194524717,3893
OBU-461006aa,20211001001700103,33.341833,126.846083,D,63,OFF,OFF,OFF,1,1793,-,5,0,작동,-,-,-,-,35,37,36,38,19,11,151603,,PVD-461006aa-20210930151657920,17287
OBU-461017c7,20211001063130873,33.446768,126.302547,P,0,OFF,OFF,OFF,59,786,-,0,0,작동,-,-,-,-,0,0,0,0,58,20,95443,,PVD-461017c7-20210930213129846,28800
OBU-461002d8,20211001001241520,33.249929,126.553262,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,RSU-461f431a,PVD-461f431a-20210930151240151,788
OBU-46101958,20211001065430966,33.456311,126.666918,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101958-20210930215430525,25383
OBU-46101366,20211001054830110,33.403919,126.62109,D,55,OFF,OFF,OFF,-2,1502,-,5,0,작동,-,-,-,-,0,0,0,0,64,28,140146,,PVD-46101366-20210930204829405,11836
OBU-461003cf,20211001005730220,33.505349,126.541265,-,0,OFF,OFF,OFF,0,0,-,0,0,작동,-,-,-,-,0,0,0,0,0,0,0,,PVD-461003cf-20210930155728807,28800
OBU-46100366,20211001051423485,33.339088,126.612354,-,51,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930201422022,1117
OBU-461000f6,20211001014600896,33.479422,126.41736,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461000f6-20210930164600327,13979
OBU-461000ba,20211001071600362,33.500891,126.52933,-,0,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461000ba-20210930221558473,19421
OBU-46100366,20211001052517021,33.384783,126.620005,-,1,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46100366-20210930202515528,20512
OBU-461018b6,20211001070830533,33.502225,126.567796,D,57,OFF,OFF,OFF,1,1970,-,0,9,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461018b6-20210930220829247,24151
OBU-461002e1,20211001065355881,33.480581,126.624947,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461002e1-20210930215355538,11735
OBU-461005ed,20211001052100232,33.26053,126.613459,-,47,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-461005ed-20210930202059583,7185
OBU-46101338,20211001050200781,33.468752,126.340012,-,589,OFF,OFF,OFF,84,-1,-,-,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101338-20210930200159466,15259
OBU-46101968,20211001052500206,33.464632,126.502296,D,79,OFF,OFF,OFF,84,1533,-,-,3,-,-,-,-,-,0,0,0,0,0,0,0,,PVD-46101968-20210930202459256,22216
OBU-46101090,20211001053430561,33.460717,126.514141,-,78,OFF,OFF,OFF,84,-1,-,0,-1,-,-,-,-,-,0,0,0,0,0,0,-1,,PVD-46101090-20210930203429227,8177
OBU-461003cf,20211001014030117,33.505427,126.541146,-,0,OFF,OFF,OFF,0,0,-,0,0,작동,-,-,-,-,0,0,0,0,0,0,0,RSU-461f4260,PVD-461f4260-20210930164028559,28800
